title,title_comment,comment
Condom Lead,As the episodes go further my interest go lower,"At the beginning I was amazed by show, loved the touch of horror and crime, loved the conflict between aunties/sisters Zelda and Hilda. But, few last episodes were boring mainly because of main character Sabrina. Why she can't be smart, wicked, good and bad in same time. They had to ruin her with '' choose help from stranger, over your own family?! "" seriously?! Waiting for season 2 to see if they will change the way how they will proceed with Sabrina character. The rest of the characters are amazingly good written."
Condom Lead,"So, so bad",I wanted to love this show . I was completely fine with it not being like the sitcom . I love dark shows and witches but Sabrina is so annoying . The writing is so corny and Sabrina and Zelda speak so stuck up. Not because of Zelda's accent . When Sabrina goes of on her little rants her voice gets so uppity. And she's a terrible actor . Also do we really need to get political ? No one in high school acts like this . Sooooo bad
Condom Lead,"Not bad, but a little on the annoying side","After recently reading the comics of the same title, I was extremely excited for this series. I found it a refreshing spin on the original 90's version, which was cute but I was never that in to it. But, honestly you really can't call this a remake. My biggest issues are with Sabrina's annoying damn friends. This ridiculous obsession with Harvey and the hypocrisy that is her ""i don't want to join the club but i want the benefits"" mindset. Like it exhausting watching her put her friends and family in danger constantly and then turn around and say she's doing it all so that she can maintain her freedom. Overall i still like the show and some of the main characters, but it's a bit tiresome watching Sabrina's silly character run all over the place."
Condom Lead,"Poor direction,no storyline, confusing title. pathetic show","Why did u do it netflix ? why ? why did u take our fav show frm childhood & ruined it beyond recovery. Riverdale itself is a mediocre show & d same director for sabrina. I don know where to start d show is nothin about magic , spells , good visuals or for dat matter a storyline.The visuals are cheap as if its shot in a freaking tent !. The actings skills of most of the actors including sabrina sometimes not dat fascinating. It could have been a beautiful show instead one having cheap background scenes , overacting, 0 storyline & poor poor direction. Even if its a new adaptation & not a remake it could have been so mch more about the witches & spells & magic rather than js a girl trying to prove her point & claim her freedom.How is that witchery ? Not sure what they are trying to show. Bad bad bad show man"
Condom Lead,Pulpy and Entertaining,"I've enjoyed both seasons, but the second really got cooking about half way through. Very much looking forward to the next two seasons."
Condom Lead,liked the concept but characters are annoying,"I really liked the idea, but Sabrina annoys me with her ""why can't I"" superiority and I need to put my boyfriend above everything, including family. Maybe it's because she's a teenager but I don't know... Not really a fan... Other characters are okay I suppose"
Condom Lead,Chilling,"I recently finished all the episodes. It was a dark mood from the beginning to end, i was very much excited to watch every new episodes. The perfomance of the character who played Sabrina was outstanding and nothing to say about it . At the last episode my heartbeat raised and felt a dark. After all it was a wonderful series."
Condom Lead,Sabrina the (Social Justice Warrior) Witch,Comentario no disponible
Condom Lead,Refreshingly Different,"This is my first review and deservingly so. Its cheeky, daramatic, pleasantly gory, and it has perfect moments of needed comedy. NETFLIX did a great job with this one."
Condom Lead,I was expecting more,"I was excited based on previews but after the pilot I don't think I can watch anymore. The ""what year is this"" idea is fun and I've seen it used successfully elsewhere but it doesn't really work here (it's the 1960s, but woke!). Sabrina is played in a very polished, actor-ly way, which works against the dark vibe the show is otherwise trying to establish."
Condom Lead,Season 3 ruined the series,Season 3 is Scooby Doo meets Highs School Musical. The musical numbers that are jammed into the episodes make no sense
Condom Lead,Couldn't even finish the first episode,"I glanced over an article a few days ago that said this show was worth watching, so I decided to go for it. They were wrong.

Not even 30 minutes in and there is already more talk about patriarchy, masculinity, white privilege and other far left buzzwords than about anything that the series is supposedly about. If that's your cup of tea, then I see no reason why you wouldn't like this show. But if you don't like far left ideology being pushed as some sort of irreproachable moral standard, then this show might not be for you.

I decided to stop watching after about 25 minutes. But by all means, watch the first episode and see for yourself."
Silence Is Welcome,,
The Little Vampire 3D,Pretty Average,"This movie isn't anything special. The story and villain wasn't compelling, and the sound quality made bits confusing and hard to follow. At least the animation was certainly better than I thought. The romantic chemistry between the boys was enjoyable to watch, and pretty much saves the movie. Considering it's for kids, it's a fairly acceptable and average adaptation from the books."
The Little Vampire 3D,"You know how to whistle, don't you?",Comentario no disponible
The Little Vampire 3D,A vampire movie for the kids without all the blood sucking...,"This animated movie actually turned out much better than I had anticipated. But then again, I had very little expectations to it, because I hadn't heard about it prior to finding it by blind luck.

I sat down to watch this with my, then 7 year old, son. And we were both quiet adequately entertained.

The story is entertaining and quite well written. However, if one is to point any critical fingers, then there weren't as many laughs as one could have hoped for. But still a great movie nonetheless.

The CGI animation was quite nice with lots of detail in every scene. And that definitely lifted the movie up quite a notch in terms of it being enjoyable and watchable.

""The Little Vampire"" is certainly a movie that is quite suitable for the kids, without it being too much. There are no horror elements to it, so it is quite child-friendly."
The Little Vampire 3D,Serviceable adaptation of the beloved children's novels,"I loved as a kid the Little Vampire books by Angela Sommer-Bodenburg. This is a free adaptation that doesn't really follow the novels, except some of the basic ideas, like the friendship between the mortal boy and the vampire boy and how traditional and old-fashioned the vampire family was. I felt the story here was weaker than in the novels. They tried to fit it too much to the standard action/adventure animated film model. I don't know, maybe a more faithful adaptation would have been too slow-paced for the intended audience, but it lost part of the character and individuality of the story., although some of it remains The adults were extremely passive/ineffectual for no good reason other than allowing the child characters to shine.

The funny parts were not so funny, including several scatological jokes involving cow poo.

The animation was basic. I liked the character designs, but the movement and backgrounds was not that good, compared with other recent animated movies. There was a lot of flying around by the vampire characters that maybe would look better in 3D (I saw this on TV).

All in all, an entertaining enough movie that should please child viewers, but I couldn't shake off the feeling that it might have been better. Rating: 6/10."
The Little Vampire 3D,"Too childishly, even for children","If the cartoon touches on a serious topic (like ""lets go to fry these vampires""), then it's not just a children's cartoon, with farewell nonsense or flat humor (in the adult's understanding), but in this cartoon the level of humor and the behavior of the characters leaves much to be desired. And honestly, I believe that showing children ""stupid adults"" or ""stupid villains"" is wrong: Don't teach children a low-level understanding about people, they CAN understand a lot of things, just give them a chance. Such cartoons don't do that."
The Little Vampire 3D,An unlikely teen bromance,"So cute and safe it's missing the horror-vampire theme completely, but then there's the friendship/bromance level that makes it all worth watching :)"
The Little Vampire 3D,Wanted to like this but Tonys voice was annoying.,"I came here to find out why, turns out he was voiced by a woman. It's just grating and got on my nerves quick. Rest of the movie was ok, if they would have gotten an actual boy to play a boy, would have been better."
The Little Vampire 3D,Nice enough,"I Actually liked this movie, The fact that some people think its bad because it would tend your kids to the dark side should put more time in parenting and less in writing reviews. the story isn't really strong but fun to watch at. Beware to teach your kid that this movie is fiction and make sure to have a great time watching it. remember no tonics and sweets that is bad for your kid ;)"
The Little Vampire 3D,Awful,"Weak characters and poor dialogue, terrible all round. The only positive is the animation"
The Little Vampire 3D,Low expectations meant the movie turned out to be good.,Comentario no disponible
The Little Vampire 3D,"""A Boys Discovery""","Awful watch, won't watch and can't recommend, even for younger audiences.

The best thing about this movie is how awful the villain is, it's like if Van Helsing was a jerk and vampires were all nice.

The sister is at least interesting, wrestling between cultures, but that is immediately trumped by child vampires. One of the most horrific versions of vampires is trapping someone in a 13 year old body for centuries, and they play it off as a laugh, as if he is 13.

In some versions, vampires are biological enough that they birth, giving a ""pure"" blood line (""Blade""), or can mate with humans under the right conditions, but either that is a Dampir or a human. It is VERY unclear what is happening here so I'm left with this clan regularly indoctrinates children into their vampire society to mimic human culture.

Then we have species jumping, where an animal gets infected (watch ""Bunnicula"" for a better version).

And then we have the dual homo erotic adventures, and I'm not even against it, but it is weirder than ""Top Gun"", at least it made sense those two were into each other. But the mortal is clearly into the vampire boy, and they write in the crush on the girl to normalize him to the audience, but it looks more like he's into both.

And the poor ginger guy, his boyfriend wakes him up in the middle of the night to go on this adventure and doesn't appreciate him the whole time.

This is clearly made by people that had a lot of money to make it well, and had a clear list of demands. It was given to a writer than saw it was garbage and clearly beneath him and decided to show the producers what they did. So, because he was good enough to, made this horrible thing he was asked to do, but in the least acceptable way that would be accepted and still be good enough not to sink his career. And I'm sure it still got noted to death.

Just steer away from this one. Vampires shouldn't be lovable characters in the same way humans are, they can stand on their own. Bring back powerful blood drinking characters."
The Little Vampire 3D,Lovely. this movie should get more recognition.,"I loved this movie and the cute romance between the 2 boys. to the makers of this movie, we would love to see movies like these in the future. keep up the great work."
The Little Vampire 3D,Lovely wee movie but,Horrendous sound quality! They used some kind of filter especially for the scenes in the castle with the vampire clan. So difficult to make out the dialogue. All levels wrong. Shame as otherwise it seemed a decent enough movie for the kids.
The Little Vampire 3D,"If you root for criminals and despise law enforcement, this is for you.",Comentario no disponible
The Little Vampire 3D,No Subtitles,"Positives: Negatives: 1. A movie mostly for kids and they offer no subtitles! I guess teaching to read or to help those who have difficulties hearing is not important. 2. Not creative storytelling - been done many times before. 3. Animation quality was poor, e.g. all backgrounds were static painted such as clouds, grass, branches, human hair nothing alive & moving. The exception was the basic, in-the-foreground, human body movements were natural."
The Little Vampire 3D,Its a kids movie and do you know how to whistle?,"I found this movie on Netflix while trying to find a movie for my daughter and get past the blood sucking that's off camera it not violent. But it obviously a kids movie. And it has mood swings like a lady pregnant with a baby one moment a character is happy and then one moment he tried to attack him. And the other he's trying to be nice the other he's being a dick. So to a kid how has no care of what he's watching it's great, good kids movie but I am 23 so its not as pleasant to watch am not that old but old enough to not like this movie. But my 7 year old daughter loves it."
The Little Vampire 3D,"Too dark for children, characters unlikeable",This is one of the worst movies I have endured on our family friday night movie session. It is dark the whole way through. The characters are either: gruff and mean or weak and submissive. The animation is good but the rest is terrible. I think my kids will be scarred for life from this film. Terrible
The Little Vampire 3D,Amazing 10/10,"Hi lovelies,

The movie is amazing. From the beautiful accents to the blossoming love and friendship between the characters. It was absolutely amazing to watch it. The storyline is exciting and I like the dark theme surrounding the movie. I would love for the movie to have a sequel. The voice actors did an amazing job!

This is a must see movie!

Kind Regards,

Suman :)"
The Little Vampire 3D,charming and cute for Halloween,Comentario no disponible
The Little Vampire 3D,I'm gonna be honest it's better than the 2000 movie,"I know this sounds pretty insane and ridiculous but that's my opinion and to make it more insane. I never liked the 2000 movie like, Vampires turning into humans? I'm sorry but I don't think no vampire ever wants to turn into human.

Anyway, I like the characters, the animation is good, I like the little jokes, the voice actors did a good job

I give this 10 stars!!!"
The Little Vampire 3D,"Beautiful story, faboulous production design and animation with wonderful 3D","The 3D stereoscopic effects are just perfect, why this film is not more well known is a complete mystery to me, I find it very sad that a film that has so much creative talent on display has not reached the audience it deserves I highly recommend that you seek out is incredible animated film, even adults will love it."
The Little Vampire 3D,Fun movie,This was a fun movie! My family and I enjoyed it very much. It was so funny!
The Little Vampire 3D,It's a kids movie,"Hello parents and Rotten Tomato critics. I'd like to start off by saying, that this is an animated revival movie of an already very underground and niche kids movie. I saw a Rotten Tomato critic say that the convoluted storyline will fly over the heads of kids. Who the hell calls a kids movie convoluted, what kind of person does that? I had to look up the godamn word and I'm an adult. The movie has such refreshing character design, it reminds me almost of the movie ""Daddy, Im a zombie"" Which is such a good classic to me. To whoever is leaving harsh reviews on this movie, deserves a fat thumbs down."
The Little Vampire 3D,"Pretty good, Movie for real vampire fans ONLY!","Okay, first of all have you seen the COW? That was pretty awesome, Tony and his vampire boyfriend trek through the woods of germany (I LOVE GERMANY!!) and are chased around by a gruesome twosome of attempted child murderers, while i do not condone their actions. In surviving and escaping these two, the boys formed a sort of subtextual romantic tension that is clear to literally everyone who sees the movie. It's sort of sweet, the movie feels the need to show that Tony is not in fact gay, by making him like a girl. But this is to distract from the fact the homies truly are in love. I'm watching this from the perspective of just some person watching random dutch movies, but i'm sure kids would like it too, it's not too impressive, but it impressed me with it's stunning cow."
The Little Vampire 3D,Totally passionate...,"How cute, I was more lazy to watch this animation, and it was cuter than I imagined, it lost a little breath in the third act, but it conquers and makes our hearts warm with cute messages and the characters totally passionate...."
Umrika,,
Young Wallander,It was good until the end.,"The writers got lazy, and just ended the season abruptly. Very disappointed. But the acting and the storyline up until the last episode was really good. I still think I would watch it even with the disappointing ending because the storyline and the characters are really well done. I'm just disappointed with the ending."
Young Wallander,Integrity to consistency missing,"The fans of the previous two Wallander series that tuned in to Young Wallander are bound to be disappointed that the new series timeframe is not consistent with that of its predecessors. Adam Palsson is a good actor and does well carrying the lead in this presentation. In keeping with the first two series the timeframe would've had to be the 70's.......for those too young to know, cell phones were a good 20-30 years away. Young Wallander uses a smart phone, looks like an iPhone. They easily could've called this series something other than Wallander which would have in no way impacted the premise of the show. So why call it a Wallander where comparisons would obviously be made....except for reasons of drawing a ready made audience. I am watching this series independent of the lead character growing into the older version of Kurt Wallander."
Young Wallander,Not the same Wallander but worth a watch,"I was hoping that this series would be set in the past like Endeavor/Morse but sadly, this is not going to tell us the moody, brooding backstory of Kurt Wallander. It is a little too modern for my taste, but we watched it anyway.

The action seems to move along at a decent pace and tells the story well. Kurt makes some judgment errors yet seems to be a competent (though learning his way) as a new detective. The series isn't a typical gloomy Scandi Noir nor a fast-paced UK cop show, but this one stands on its own.

(This is a British production, NOT American. The British series was set in Sweden and performed by British actors, as is this one. The Swedish series was set in Sweden and has Swedish dialogue.) Swedes are NOT Swiss."
Young Wallander,An odd beast,This is made by Yellow Bird UK and other than the lead actor who is Swedish the cast is British. It's also set in the present which means it serves as neither a prequel to the British or Swedish series. It's also not filmed in Sweden like the other series but in Lithuania. It's not a bad show but it just doesn't feel like Wallander.
Young Wallander,"Gritty, edgy detective show!","I never read the books so I didn't really know what to expect from Young Wallander but I ended up liking it quite a bit. It's a gritty, edgy police detective show that will keep you entertained throughout the series!"
Young Wallander,It's OK,"Being a Swede, I'm not overly excited with an English speaking Wallander, however it's still a decent series to spend your time with on a rainy day. But I would have enjoyed it better if it was in Swedish cause it's a Swedish character. Also for everybody who doesn't know, Sweden and Swiss are two different countries;) Not many non European people seems to know this."
Young Wallander,Why in English so many Brits in the cast?,I am a Brit but disappointed that this could not be made in Swedish and with a Swedish cast.
Young Wallander,It's an impressive series.,"A young Wallander begins his career in criminal detection.

I found it a little slow to begin with, but once it gets going, it's a very good series, the stories are very good, it's well produced, and very, very well acted, Adam Pålssonis really great in the title role.

I must address one issue, Young Wallander, the title, makes me think of an origin story, it implies Wallander in his youth, be it The Swedish or English adaptation, instead it's set in present day, with very much present day themes. Is he Wallander in name only? After this first series I'll be honest, that's how I see it, maybe if a further run is made my opinion may well change. The name Wallander will of course attract viewers. How cool would it have been if it were set in the 90's.

It is definitely worth watching, I really would recommend it, if you like me are worried that your favourite Detective shows are ended, or are coming to an end, such as Endeavour and Vera, this offers new life, and a fresh look at one of the best, Wallander.

It's an English made series, set in Sweden, filmed in Lithuania, I can imagine our friends in Sweden are a little surprised.

Thoroughly enjoyed it, 8/10."
