title,title_comment,comment
Secret City,"If Kafka, Tarantino, and Murikami collaborated on an Anime this would be the result.","Having read the source material, this is a great adaptation of the manga. When reading the graphic novel it's hard to conceive the black and white illustrations in full color. The stark contrast of bright psychedelic colors of the anime don't diminish the gritty atmosphere created in novel.

There is no protagonist or antagonist in this dark tale of magic and violence. Instead its a pragmatic exploration of unique characters that you will grow to appreciate more as their backgrounds are revealed. Like most unique pieces of story telling it is not for everyone and those looking for traditional plot lines will be confused or frustrated. The story is like an endless rabbit hole, so more mysteries are revealed than are answered. The creators are in on the joke giving you plot reminders at the beginning of the episode like a character's favorite food instead of important plot lines.

It is best watched as a journey into a dark magical violent alternative universe with no destination in sight."
Secret City,Something fresh in a sea of cookie cutter animes,"Dorohedoro is bonkers. Brutal, humorous, fun, unique, and willing to take chances. I really hope they continue to make these I haven't read the manga but I might have to after watching this first season. Season 2 please!"
Secret City,An unique masterpiece,Mappa completely nailed this anime adaptation...the background art looks amazing ...the soundtrack is amazing ...the animation is great..they managed to maintain the creepy tone of the manga
Secret City,Amazing Anime! Want Season 2!!!,I loved it so so much! One of my favorite anime. The world is just incredible and I want more!
Secret City,Crazy man!,"Hands down, this is the most bizarre Japanese Anime I've seen, to date! It takes a very special (or sick) mind to comprehend these story plots. Most revolve around killing, sex or doing drugs. Some of you may be too young to remember an animation back in the eighties called Heavy Metal. The music is all part of the experience of course. Just groove too the move and see if you can get into this alternate universe and Japanese way of thinking. I like it so far, and ill keep you posted! Pax and love, Murf"
Secret City,Unique Anime with bizzare psychedelic worlds,"Loved this anime, Totally surprised, also learnt it's based on a cult hit manga. Great animation, unique art and worlds, kick ass sound track, engaging storyline.

So happy Netflix is pumping out more and more anime, I feel like Netflix has finally turned things around and hired the right ppl in their anime team who are picking up really good Anime projects

Keep them coming Netflix !"
Secret City,Wild,"Really original in my opinion. The story bounces around a lot and is kind of hard to follow, but aside from that the action is wild, the gore is amazing, the animation is nice, and it just is well put together. Favorite anime to watch right now hopefully theres a season 2!!"
Secret City,A very good adaptation of the manga,"The plot is really nice, faithfully following it's manga couterpart (which I am a big fan of) and even though the first season ends at a some kind of a pivotal point for the beginning of the ""actual plot"", one can pick up the manga (Vol. 7 ch.41) as it is already completed. Also one MAJOR plus it that the animations are spot on and not sketchy or rushed like other animes I've seen. Season 2 is already in my to-watch list for sure."
Secret City,A refreshing take on anime.,"While I was initially put off by the gore and bizarre animation style of Dorohedoro, the more of it I watched the more I began to love the show for its quirks: the grunge aesthetic of The Hole, the fantastic world-building, and the fact that, for once, the female characters are badass too. Hayashida's authentic portrayal of vulnerable, yet powerful protagonists and ""antagonists"" gives us a story in which we root for every character, even those which we would conventionally consider evil. Most importantly, perhaps what reels me in to this series is the large part of the world which still remains unknown to viewers, forcing us to wonder who Kaiman really is. Overall, the series gives us a refreshing take on conventional anime and puts us in a strange world of magic and lizards, heartwarming friendship and death, which you will grow to love."
Secret City,"Unique and Stylish, But Slow To Find It's Feet","One of the most outlandish anime I've ever watched, and I mean that in a positive sense! A truly bizarre world with even more bizarre characters inhabiting it. It has some kickass 3D animation and a great soundtrack to boot. It's also very violent, but most of it is highly stylised mind you, and I found it took a few episodes to really get into gear, but beyond that it's pretty good!"
Secret City,"Trippy, dark, unique and imperfect.",Comentario no disponible
Secret City,Anime Horror in a dystopian Wizard/Mutant Hellscape,"This has to be one of the strangest animes I've seen, which puts it in the strangest tv/movies since anime tends to be pretty far out there. If you don't like hyper violence and bleak worlds then this isn't for you. I don't even know how I'd describe this show except there are 2x worlds. A world of humans that is post-apocalyptic and where people struggle to get by. They constantly have sorcerers basically warp into their world and practice magic on them. Turning them into strange bugs, giving them lizard heads, etc. The sorcerers come from a relative paradise... something looking like Paris or Belgium. Some sorcerers are powerful magic wise and with that comes power/respect/resources and some groups or families are basically the elite of their world. On the top are devils which are sorcerers who trained to become devils and are sort of like the ultimate rulers and most powerful beings of the world, but they seem to have some rules and sort of come into play rarely.

A human gets his face turned into a lizard head and gets amnesia. Now he hunts sorcerers with a woman who initially helped him and owns a local restaurant in the strange hell hole humans live in.

Like a lot of other anime, violence is completely over the top and many characters love heinous violence. A lot of the most gruesome violence gets healed fairly instantly. It's hard to tell when someone is actually dead or when they can come back through magic or something beyond the viewers' understanding. So in the end the violence isn't all that serious since it seems to rarely lead to a permanent death.

I would watch this if you are not easily offended or disgusted and already enjoy some anime like Akira/ x hunter x/demon hunter/etc. You might still enjoy it if you don't like anime since it's very unique and interesting. I feel like the grotesque curiosity and just trying to figure out how these strange worlds work pulled me in a lot. It kind of reminded me of what got me addicted to Attack on Titan. Bizarre things happen and you want to understand what the **** is happening. I really enjoyed this show because the art is top notch and the universe crafted in this is very unique. It definitely won't be for a lot of people though."
Secret City,"Dark, Gritty, and Funny",Comentario no disponible
Secret City,"first two episodesare amazing, looking forward to the rest","Just watched two episodes, and I enjoyed it a lot. The story is a bit complex at first sight, but after some time you started to understand whats going on. The atmosphere is amazing- grim, distopian, post-apocalyptic kinda setting mixed with Mobeus style elements, and Manhunt and Hotline Miami (games) style masked characters. Lots of violence and gags. Amazing."
Secret City,Best anime of the year.,"The drama the humor and the gore puts this anime in my favorites easily, but what takes it up to the true greatness is the level of the world building that we can witness here,this specific aspect can go so many levels and different directions , i just cant wait and see where this takes us. Humor 9/10 Gore 10/10 Story telling 8/10 World build 10/10 Lore 9/10 And a Unique score for this anime only Masks 10/10"
Secret City,Without a doubt a total banger!,"Dorohedoro... this was a show that caught my eye while scrolling through Netflix's library a couple of years ago. I was looking for something new to watch when I was pretty much out of ideas back then. When I saw the title profile, I was instantly interested in Kaimen's story and what happened to him. Bloody, gorey, funny, intriguing and action-packed, this show has a story that just had me left with more questions than answers. But I don't mind that to be honest because the show still has plenty more to tell. The premise is interesting because Kaiman is looking for answers to the question and mystery of who he is and what happened to him. I was totally hooked by episode 3 and is definitely a top 10 anime for me. I absolutely love it! The world that the show is created in is so bizarre that I was pining for the next episode to hit. This show is a somewhat strange but really, really cool one. I totally recommend this for the action/adventure fans but with a splash of weirdness! Without a doubt a total banger!!!!!

Check it out, it's a good one."
Secret City,loved story and humor and action till now,Action is great and story is unique too. Anime style is unique too overall good anime. Definitely deserve much more attention. Can be a masterpiece of all time
Secret City,Incredible !!!!!!!,"What we have here is a truly immersive lore. A world so messy and yet so wonderful !!!

But the characters of the show really defined the whole story. A great work was especially done in the animating the characters. I also commend the voice actors for japanese AND english !!!!"
Secret City,"Well, This Was A Pleasant Surprise","I thought this was great. I found it refreshing seeing an urban/dark fantasy with characters who aren't boring, dumb, whiny, overpowered teenagers stuck in a convoluted love triangle where the main character is the chosen one. I also like how it portrayed magic in a more ""scientific"" way. Magic (especially in anime) is usually depicted as an abstract force of nature that anyone can learn with enough determination or a whimsical god-given gift that only a privileged few are born with. In Dorohedoro, sorcerers are just people that have a tumor in their brain and unique glands that shoot black dust out of their mouth and hands. Also, almost all the magic users are either murders, cultists, mad scientists, sociopaths, or just people going about their daily lives (which usually involves one of the four mentioned). There are no heroes. However, I found myself liking the antagonists as much as the protagonists. It's also hilarious how no one in the anime is phased by the constant gory violence. It gives it a real Tarantino vibe. My only complaint was I thought it was too short, and the pacing was a little off. If you want to watch it, it's on Netflix."
Secret City,I rarely like anime,"I rarely like anime but this one was so dark and trippy, overall interesting. I loved the animation, something i don t see often. The characters were all funny and nice, even the bad guys, which makes this anime even more lovely to watch.

I saw a comment in here saying they didn t like how the women in this show hed muscular features. How do you want them to be? Aren t they fighters? Lol."
Secret City,Season 1,"Am I the only one who has a problem with an absolute jarring space between the story which is about a true genuine friendship between society's outcasts and the manic violence levels, that make every main character there a serial killer?

It's like the series expects us to forget, while watching another surreal comedy bit, that the same character 1 minute before committed mass murder. This is my main grip with the show, that, one must admit, excels in a world building and character design."
Mom,,
The Umbrella Academy,,
Manorama Six Feet Under,,
Paskal,,
Control Z,Not that bad at all 😑,Have some patience and give it a try without reviewing just for upvote Or Helpful...This show is great. Little bit slow sometimes but you will not get bore for sure.. CLIMAX wasn't that great as per my expectations..but still this show is worth watching..
Control Z,Nice Series! That You will not be bored when watching it!!,Comentario no disponible
Control Z,"A TV series about teens, for teens.","Started to watch this show without any expectations. The first two or three episodes got me hooked. Then, little by little, it started to feel more of the same episode after episode. And I must confess that i felt disappointed at the end. There's a lot of situations unlikely to happen in real life or all of the sudden as they are portraied in there. It's also technically inaccurate and many things are just impossible in real life. Psychologically heavy sometimes and incoherent. Don't get me wrong, the show, the characters the locations, the plot, captivate the audience very easily. It's worth watching if you're young (under 18 maybe), don't understand much about computer/technology and don't think much about the details. Then, you may love this show. Otherwise you will probably find it a bit of a waste of time."
Control Z,Lost a point for the very end,Comentario no disponible
Control Z,Season 3 More of the Same,So Season 3 is more of the same with it continuing on until Graduation Day. Am disappointed with the relationships and has more whodunit mystery but kind of predictable. It is only a short season 3 with 8 episodes and enough is enough. Just when you think it is all over there is one last scene which suggest a season 4 may be coming but this should be enough really.
Control Z,Well done!!,"Each episode just gets better and better. Highly intriguing, good plot and subplot which make you watch until the end. I binged it in a day! There are a few plot holes, if you can ignore, 10/10 highly recommended!!"
Control Z,Good idea but bad execution,"The story was firstly wery unnatural i had even goosebumps , but after it was pretty interesting despite still reminding me series Sherlock, (main character). Not great not terrible."
Control Z,very nice effort,"As a mexican spectator I can only ask for more quality content of this kind. maybe its biggest flaw is a somewhat lack of originality, but it's a nice show for binge watching. great acting, great production, some predictable stuff and some unpredictable plot twists too.

overall: nice."
Control Z,it's okay,"Tbh i didn't expect that much so i guess it's an ok series, the plot has a lot of similarities to any other teen tv show you could've already ever possibly watched so yeah, it's the regular kinda good. You don't get bored watching it, but also you don't get that much into it... idk"
Control Z,Not the regular Mexican TV Show,"I'm mexican, so, for everyone out there saying that these actors look nothing like mexicans and all that, well that's the diversity of Mexico, we have people of all kind of color, race, ethnicity, social class. Mexico is not the typical stereotype of sombrero, mariachi, burro and that kind of stuff, and I love that Netflix is pitching TV shows that show this diversity, shows like this and El Club, also from Netflix, does that.

Now the show is really great, it's not a very original concept, but the themes and problematics are really important, not many mexican shows touch them. It's not a perfect show, but it's different. Obviously it has influences from Gossip Girl and Elite, so it makes it really interesting, the execution could be better though.

People should watch this, El Club, Ingobernable, Monarca, La Casa de las Flores and Club de Cuervos to see how diverse Mexico is."
Control Z,This was quite good.,"It reminded me of Veronica Mars, but imho better. Sofia is an outsider dealing with her own issues and going to high school. She is not the daughter of a PI but tends to be observant. One day a mystery comes up that engulfs her school and she and the new kid (sort of Wallace) set about to solve the mystery.

Each episode was well thought out and added to the last one. This also fixed some of the problems in VM. The mystery would be important to teens but no one else. Thus viewers wouldn't be wondering why the FBI wasn't showing up. The mystery was solvable if you paid attention and didn't involve cheating the audience. The explanation was perfectly paced for an entire episode so it felt earned.

I was shocked to discover this takes place in Mexico? Wow, I will not be seeing Mexico the same way again. Definitely worthy."
Control Z,There are series that are a lot worst than this,"A Netflix's serie that doesn't totally represent Mexico's people and culture. Although being common, approaches some issues that are always important to remind that exists in this world. Not diverse though, which can be a thing to improve. Compensates with the great production and direction in Episode 3. Huge scene. Looked very real."
Control Z,I had some doubts (?),Comentario no disponible
Control Z,Where's the police?,People getting abused harmed and killed yet there's no sign of police.
Control Z,13 reasons why + elite = control Z,Why the bas rating? Its actually very good. The only bad thing that the actors are too old to be in high school.
Control Z,Last episode spoiled it,It was going really nice.. Nicely built.. Until the last episode and the end destroyed it seriously.. There could have been many better climax than this..
Control Z,Wonderful!,"This is an amazing show, The plot's amazing the Acting is great and overall very realistic and relatable hope this show gets more hype in the future!🖤"
Control Z,Surprisingly good...,"When I watch the trailer I highly believe it was the Mexican version of Elite, and I wasn't wrong, but this TV show I found more interesting than Elite, the actors are really good and way better than in the Spanish TV show, the story is original until one point and the season 2 have the same level as season one or I even could say better, way better than elite."
Control Z,"You will hate the hacker, but then you WILL LOVE H...!! IT!","It has some failures, but the plot keeps getting better each chapter, specially when we know the hacker, and there's a plot twist, and u understand many things, and that people can change, and that life is not black and white. There are some moments(only a few ones) where the cinematography and the edition are impresive and beautiful. Michael Ronda is a great actor, nice to see him landing in a Netflix show. I wait another season.Netflix please don't cancel it! u cancel all good shows :( The main character (the girl) is like sherlock female for teens, I loved that."
Control Z,IT'S NOT TO BAD,Comentario no disponible
Control Z,Couldn't stand this Sofi girl.,Comentario no disponible
Control Z,Javier Javier Javier,Comentario no disponible
Control Z,"for overall show, not bad","It's a bit slow for first few episodes, but the episodes are getting better. the climax wasn't what I expected but it was quite dark. it was worth to watch."
Control Z,AVERAGE,Comentario no disponible
Control Z,Control Z,Every episode gets better & better . just keep watching
Komi Can't Communicate,,
Cuckoo,,
The Beginning of Life,,
The Hows of Us,,
Spyder,,
Danger Force,,
The Light in Your Eyes,,
Silence Is Welcome,,
Umrika,,
뽀로로 동화나라,,
Bashar Shorts,,
Tea Time,,
Afronta!,,
Power Rangers Ninja Steel,Eh?,"Still trynna differentiate these seasons since it ALSO has to do with high schoolers like Megaforce, Dino Thunder, MM, Zeo, Turbo, and whatever. It's bland and it's hard to tell the difference when the season is so alike Megaforce."
Power Rangers Ninja Steel,It's decent not good but decent.,This show is good I guess. I mean the story's fantastic. But the actors not so good. The blue ranger especially. He acts like he's at a kids party all the time. The other are also not so good actors. But what I liked about this show is that the morphing sequence is awesome. They didn't rely heavily on super sentai footage. The most recent crossover was great too.
Power Rangers Ninja Steel,My 5 year old son likes it,"My 5 year old son likes it.

I guess That's all I can say.....

It's not for anyone else than 4-6 year old Boys."
Power Rangers Ninja Steel,Meh.,Ok the Power Rangers parts are fantastic but when the comic relief comes on screen then it gets bad. Its like this- The rangers on screen I smile when the comic relief comes on then i facepalm and shake my head. If they got rid of them then I think this show would be more awesome!
Power Rangers Ninja Steel,Cringe,"Power Rangers should've stayed in 90s. This was a terrible idea, nobody knows how to act in this show at all!"
Power Rangers Ninja Steel,Fun so far,"So far, it feels a lot like Dino Charge, for better or worse. I expect the rest of it to be fun and entertaining, but not to have as much substance as RPM or Time Force.

I really like the new cast. They know they're not doing Shakespeare and roll with it. The only ones I'm not fond of are the comic relief, the self-involved guy and his nerdy sidekick. They feel too much like the showrunners are trying to revive Bulk and Skull. They waste time. The villains have yet to really stand out, either. Though, I do like the whole game show set up.

I'm also liking the Zords. They're more diverse this time than one unifying theme."
